"","NameUsed","Institution","Pub.Outlet","InstitutionPrestige","Gender","Race"
"392","Jermaine Jackson","California State University, Stanislaus","Political Sciences","Low","Male","Black"
"393","Denzel Gaines","Harvard University","Political Sciences","High","Male","Black"
"394","Denzel Gaines","Stanford University","Political Sciences","High","Male","Black"
"395","Denzel Gaines","Bridgewater State University","Political Sciences","Low","Male","Black"
"396","Denzel Gaines","California State University, Stanislaus","Political Sciences","Low","Male","Black"
"397","Darius Mosby","Harvard University","Political Sciences","High","Male","Black"
"398","Darius Mosby","Stanford University","Political Sciences","High","Male","Black"
"399","Darius Mosby","Bridgewater State University","Political Sciences","Low","Male","Black"
"400","Darius Mosby","California State University, Stanislaus","Political Sciences","Low","Male","Black"
"401","Gregory Roberts","Harvard University","Applied Mathematics","High","Male","White"
"402","Gregory Roberts","Stanford University","Applied Mathematics","High","Male","White"
"403","Darnell Dawkins","Harvard University","Political Sciences","High","Male","Black"
"404","Darnell Dawkins","Stanford University","Political Sciences","High","Male","Black"
"405","Darnell Dawkins","Bridgewater State University","Political Sciences","Low","Male","Black"
"406","Darnell Dawkins","California State University, Stanislaus","Political Sciences","Low","Male","Black"
"407","Miguel Fernandez","Harvard University","Political Sciences","High","Male","Hispanic"
"408","Miguel Fernandez","Stanford University","Political Sciences","High","Male","Hispanic"
"409","Miguel Fernandez","Bridgewater State University","Political Sciences","Low","Male","Hispanic"
"410","Miguel Fernandez","California State University, Stanislaus","Political Sciences","Low","Male","Hispanic"
"411","Christian Hernandez","Harvard University","Political Sciences","High","Male","Hispanic"
"412","Christian Hernandez","Stanford University","Political Sciences","High","Male","Hispanic"
"413","Christian Hernandez","Bridgewater State University","Political Sciences","Low","Male","Hispanic"
"414","Christian Hernandez","California State University, Stanislaus","Political Sciences","Low","Male","Hispanic"
"415","Joe Alvarez","Harvard University","Political Sciences","High","Male","Hispanic"
"416","Joe Alvarez","Stanford University","Political Sciences","High","Male","Hispanic"
"417","Gregory Roberts","Bridgewater State University","Applied Mathematics","Low","Male","White"
"418","Joe Alvarez","Bridgewater State University","Political Sciences","Low","Male","Hispanic"
"419","Joe Alvarez","California State University, Stanislaus","Political Sciences","Low","Male","Hispanic"
"420","Rodrigo Romero","Harvard University","Political Sciences","High","Male","Hispanic"
"421","Rodrigo Romero","Stanford University","Political Sciences","High","Male","Hispanic"
"422","Rodrigo Romero","Bridgewater State University","Political Sciences","Low","Male","Hispanic"
"423","Rodrigo Romero","California State University, Stanislaus","Political Sciences","Low","Male","Hispanic"
"424","George Yang","Harvard University","Political Sciences","High","Male","Asian"
"425","George Yang","Stanford University","Political Sciences","High","Male","Asian"
"426","George Yang","Bridgewater State University","Political Sciences","Low","Male","Asian"
"427","George Yang","California State University, Stanislaus","Political Sciences","Low","Male","Asian"
"428","Harry Wu","Harvard University","Political Sciences","High","Male","Asian"
"429","Harry Wu","Stanford University","Political Sciences","High","Male","Asian"
"430","Harry Wu","Bridgewater State University","Political Sciences","Low","Male","Asian"
"431","Gregory Roberts","California State University, Stanislaus","Applied Mathematics","Low","Male","White"
"432","Harry Wu","California State University, Stanislaus","Political Sciences","Low","Male","Asian"
"433","Pheng Chan","Harvard University","Political Sciences","High","Male","Asian"
"434","Pheng Chan","Stanford University","Political Sciences","High","Male","Asian"
"435","Pheng Chan","Bridgewater State University","Political Sciences","Low","Male","Asian"
"436","Pheng Chan","California State University, Stanislaus","Political Sciences","Low","Male","Asian"
"437","Kenji Yoshida","Harvard University","Political Sciences","High","Male","Asian"
"438","Kenji Yoshida","Stanford University","Political Sciences","High","Male","Asian"
"439","Kenji Yoshida","Bridgewater State University","Political Sciences","Low","Male","Asian"
"440","Kenji Yoshida","California State University, Stanislaus","Political Sciences","Low","Male","Asian"
"441","Gregory Roberts","Harvard University","Political Sciences","High","Male","White"
"442","Gregory Roberts","Stanford University","Political Sciences","High","Male","White"
"443","Gregory Roberts","Bridgewater State University","Political Sciences","Low","Male","White"
"444","Gregory Roberts","California State University, Stanislaus","Political Sciences","Low","Male","White"
"445","Denzel Gaines","Harvard University","Applied Mathematics","High","Male","Black"
"446","Denzel Gaines","Stanford University","Applied Mathematics","High","Male","Black"
"447","Matthew Owens","Harvard University","Applied Mathematics","High","Male","White"
"448","Matthew Owens","Stanford University","Applied Mathematics","High","Male","White"
"449","Matthew Owens","Harvard University","Political Sciences","High","Male","White"
"450","Matthew Owens","Stanford University","Political Sciences","High","Male","White"
"451","Matthew Owens","Bridgewater State University","Political Sciences","Low","Male","White"
"452","Matthew Owens","California State University, Stanislaus","Political Sciences","Low","Male","White"
"453","Paul Bennett","Harvard University","Political Sciences","High","Male","White"
"454","Paul Bennett","Stanford University","Political Sciences","High","Male","White"
"455","Paul Bennett","Bridgewater State University","Political Sciences","Low","Male","White"
"456","Paul Bennett","California State University, Stanislaus","Political Sciences","Low","Male","White"
"457","Chad Nichols","Harvard University","Political Sciences","High","Male","White"
"458","Chad Nichols","Stanford University","Political Sciences","High","Male","White"
"459","Chad Nichols","Bridgewater State University","Political Sciences","Low","Male","White"
"460","Chad Nichols","California State University, Stanislaus","Political Sciences","Low","Male","White"
"461","Li Weihao","Harvard University","Political Sciences","High","Male","Asian"
"462","Li Weihao","Stanford University","Political Sciences","High","Male","Asian"
"463","Matthew Owens","Bridgewater State University","Applied Mathematics","Low","Male","White"
"464","Li Weihao","Bridgewater State University","Political Sciences","Low","Male","Asian"
"465","Li Weihao","California State University, Stanislaus","Political Sciences","Low","Male","Asian"
"466","Wang Gangwei","Harvard University","Political Sciences","High","Male","Asian"
"467","Wang Gangwei","Stanford University","Political Sciences","High","Male","Asian"
"468","Wang Gangwei","Bridgewater State University","Political Sciences","Low","Male","Asian"
"469","Wang Gangwei","California State University, Stanislaus","Political Sciences","Low","Male","Asian"
"470","Rahul Sharma","Harvard University","Political Sciences","High","Male","Asian"
"471","Rahul Sharma","Stanford University","Political Sciences","High","Male","Asian"
"472","Rahul Sharma","Bridgewater State University","Political Sciences","Low","Male","Asian"
"473","Rahul Sharma","California State University, Stanislaus","Political Sciences","Low","Male","Asian"
"474","Amit Patel","Harvard University","Political Sciences","High","Male","Asian"
"475","Amit Patel","Stanford University","Political Sciences","High","Male","Asian"
"476","Amit Patel","Bridgewater State University","Political Sciences","Low","Male","Asian"
"477","Matthew Owens","California State University, Stanislaus","Applied Mathematics","Low","Male","White"
"478","Amit Patel","California State University, Stanislaus","Political Sciences","Low","Male","Asian"
"479","Keisha Towns","Harvard University","Political Sciences","High","Female","Black"
"480","Keisha Towns","Stanford University","Political Sciences","High","Female","Black"
"481","Keisha Towns","Bridgewater State University","Political Sciences","Low","Female","Black"
"482","Keisha Towns","California State University, Stanislaus","Political Sciences","Low","Female","Black"
"483","Tyra Cooks","Harvard University","Political Sciences","High","Female","Black"
"484","Tyra Cooks","Stanford University","Political Sciences","High","Female","Black"
"485","Tyra Cooks","Bridgewater State University","Political Sciences","Low","Female","Black"
"486","Tyra Cooks","California State University, Stanislaus","Political Sciences","Low","Female","Black"
"487","Janae Washington","Harvard University","Political Sciences","High","Female","Black"
"488","Janae Washington","Stanford University","Political Sciences","High","Female","Black"
"489","Janae Washington","Bridgewater State University","Political Sciences","Low","Female","Black"
"490","Janae Washington","California State University, Stanislaus","Political Sciences","Low","Female","Black"
"491","Paul Bennett","Harvard University","Applied Mathematics","High","Male","White"
"492","Paul Bennett","Stanford University","Applied Mathematics","High","Male","White"
"493","Monique Rivers","Harvard University","Political Sciences","High","Female","Black"
"494","Monique Rivers","Stanford University","Political Sciences","High","Female","Black"
"495","Monique Rivers","Bridgewater State University","Political Sciences","Low","Female","Black"
"496","Monique Rivers","California State University, Stanislaus","Political Sciences","Low","Female","Black"
"497","Maria Garcia","Harvard University","Political Sciences","High","Female","Hispanic"
"498","Maria Garcia","Stanford University","Political Sciences","High","Female","Hispanic"
"499","Maria Garcia","Bridgewater State University","Political Sciences","Low","Female","Hispanic"
"500","Maria Garcia","California State University, Stanislaus","Political Sciences","Low","Female","Hispanic"
"501","Vanessa Rodriquez","Harvard University","Political Sciences","High","Female","Hispanic"
"502","Vanessa Rodriquez","Stanford University","Political Sciences","High","Female","Hispanic"
"503","Vanessa Rodriquez","Bridgewater State University","Political Sciences","Low","Female","Hispanic"
"504","Vanessa Rodriquez","California State University, Stanislaus","Political Sciences","Low","Female","Hispanic"
"505","Laura Ramirez","Harvard University","Political Sciences","High","Female","Hispanic"
"506","Laura Ramirez","Stanford University","Political Sciences","High","Female","Hispanic"
"507","Paul Bennett","Bridgewater State University","Applied Mathematics","Low","Male","White"
"508","Laura Ramirez","Bridgewater State University","Political Sciences","Low","Female","Hispanic"
"509","Laura Ramirez","California State University, Stanislaus","Political Sciences","Low","Female","Hispanic"
"510","Gabriela Lopez","Harvard University","Political Sciences","High","Female","Hispanic"
"511","Gabriela Lopez","Stanford University","Political Sciences","High","Female","Hispanic"
"512","Gabriela Lopez","Bridgewater State University","Political Sciences","Low","Female","Hispanic"
"513","Gabriela Lopez","California State University, Stanislaus","Political Sciences","Low","Female","Hispanic"
"514","Vivian Cheng","Harvard University","Political Sciences","High","Female","Asian"
"515","Vivian Cheng","Stanford University","Political Sciences","High","Female","Asian"
"516","Vivian Cheng","Bridgewater State University","Political Sciences","Low","Female","Asian"
"517","Vivian Cheng","California State University, Stanislaus","Political Sciences","Low","Female","Asian"
"518","Christina Wang","Harvard University","Political Sciences","High","Female","Asian"
"519","Christina Wang","Stanford University","Political Sciences","High","Female","Asian"
"520","Christina Wang","Bridgewater State University","Political Sciences","Low","Female","Asian"
"521","Paul Bennett","California State University, Stanislaus","Applied Mathematics","Low","Male","White"
"522","Christina Wang","California State University, Stanislaus","Political Sciences","Low","Female","Asian"
"523","Suni Tran","Harvard University","Political Sciences","High","Female","Asian"
"524","Suni Tran","Stanford University","Political Sciences","High","Female","Asian"
"525","Suni Tran","Bridgewater State University","Political Sciences","Low","Female","Asian"
"526","Suni Tran","California State University, Stanislaus","Political Sciences","Low","Female","Asian"
"527","Mei Lin","Harvard University","Political Sciences","High","Female","Asian"
"528","Mei Lin","Stanford University","Political Sciences","High","Female","Asian"
"529","Mei Lin","Bridgewater State University","Political Sciences","Low","Female","Asian"
"530","Mei Lin","California State University, Stanislaus","Political Sciences","Low","Female","Asian"
"531","Katie Burns","Harvard University","Political Sciences","High","Female","White"
"532","Katie Burns","Stanford University","Political Sciences","High","Female","White"
"533","Katie Burns","Bridgewater State University","Political Sciences","Low","Female","White"
"534","Katie Burns","California State University, Stanislaus","Political Sciences","Low","Female","White"
"535","Chad Nichols","Harvard University","Applied Mathematics","High","Male","White"
"536","Chad Nichols","Stanford University","Applied Mathematics","High","Male","White"
"537","Cara O'Connor","Harvard University","Political Sciences","High","Female","White"
"538","Cara O'Connor","Stanford University","Political Sciences","High","Female","White"
"539","Cara O'Connor","Bridgewater State University","Political Sciences","Low","Female","White"
"540","Cara O'Connor","California State University, Stanislaus","Political Sciences","Low","Female","White"
"541","Allison Baker","Harvard University","Political Sciences","High","Female","White"
"542","Allison Baker","Stanford University","Political Sciences","High","Female","White"
"543","Allison Baker","Bridgewater State University","Political Sciences","Low","Female","White"
"544","Allison Baker","California State University, Stanislaus","Political Sciences","Low","Female","White"
"545","Meredith Rogers","Harvard University","Political Sciences","High","Female","White"
"546","Meredith Rogers","Stanford University","Political Sciences","High","Female","White"
"547","Meredith Rogers","Bridgewater State University","Political Sciences","Low","Female","White"
"548","Meredith Rogers","California State University, Stanislaus","Political Sciences","Low","Female","White"
"549","Liu Xiaohong","Harvard University","Political Sciences","High","Female","Asian"
"550","Liu Xiaohong","Stanford University","Political Sciences","High","Female","Asian"
"551","Chad Nichols","Bridgewater State University","Applied Mathematics","Low","Male","White"
"552","Liu Xiaohong","Bridgewater State University","Political Sciences","Low","Female","Asian"
"553","Liu Xiaohong","California State University, Stanislaus","Political Sciences","Low","Female","Asian"
"554","Chen Meili","Harvard University","Political Sciences","High","Female","Asian"
"555","Chen Meili","Stanford University","Political Sciences","High","Female","Asian"
"556","Chen Meili","Bridgewater State University","Political Sciences","Low","Female","Asian"
"557","Chen Meili","California State University, Stanislaus","Political Sciences","Low","Female","Asian"
"558","Priya Kumar","Harvard University","Political Sciences","High","Female","Asian"
"559","Priya Kumar","Stanford University","Political Sciences","High","Female","Asian"
"560","Priya Kumar","Bridgewater State University","Political Sciences","Low","Female","Asian"
"561","Priya Kumar","California State University, Stanislaus","Political Sciences","Low","Female","Asian"
"562","Anjali Gupta","Harvard University","Political Sciences","High","Female","Asian"
"563","Anjali Gupta","Stanford University","Political Sciences","High","Female","Asian"
"564","Anjali Gupta","Bridgewater State University","Political Sciences","Low","Female","Asian"
"565","Chad Nichols","California State University, Stanislaus","Applied Mathematics","Low","Male","White"
"566","Anjali Gupta","California State University, Stanislaus","Political Sciences","Low","Female","Asian"
"567","Jermaine Jackson","Harvard University","Psychological and Cognitive Sciences","High","Male","Black"
"568","Jermaine Jackson","Stanford University","Psychological and Cognitive Sciences","High","Male","Black"
"569","Jermaine Jackson","Bridgewater State University","Psychological and Cognitive Sciences","Low","Male","Black"
"570","Jermaine Jackson","California State University, Stanislaus","Psychological and Cognitive Sciences","Low","Male","Black"
"571","Denzel Gaines","Harvard University","Psychological and Cognitive Sciences","High","Male","Black"
"572","Denzel Gaines","Stanford University","Psychological and Cognitive Sciences","High","Male","Black"
"573","Denzel Gaines","Bridgewater State University","Psychological and Cognitive Sciences","Low","Male","Black"
"574","Denzel Gaines","California State University, Stanislaus","Psychological and Cognitive Sciences","Low","Male","Black"
"575","Darius Mosby","Harvard University","Psychological and Cognitive Sciences","High","Male","Black"
"576","Darius Mosby","Stanford University","Psychological and Cognitive Sciences","High","Male","Black"
"577","Darius Mosby","Bridgewater State University","Psychological and Cognitive Sciences","Low","Male","Black"
"578","Darius Mosby","California State University, Stanislaus","Psychological and Cognitive Sciences","Low","Male","Black"
"579","Li Weihao","Harvard University","Applied Mathematics","High","Male","Asian"
"580","Li Weihao","Stanford University","Applied Mathematics","High","Male","Asian"
"581","Darnell Dawkins","Harvard University","Psychological and Cognitive Sciences","High","Male","Black"
"582","Darnell Dawkins","Stanford University","Psychological and Cognitive Sciences","High","Male","Black"
"583","Darnell Dawkins","Bridgewater State University","Psychological and Cognitive Sciences","Low","Male","Black"
"584","Darnell Dawkins","California State University, Stanislaus","Psychological and Cognitive Sciences","Low","Male","Black"
"585","Miguel Fernandez","Harvard University","Psychological and Cognitive Sciences","High","Male","Hispanic"
"586","Miguel Fernandez","Stanford University","Psychological and Cognitive Sciences","High","Male","Hispanic"
"587","Miguel Fernandez","Bridgewater State University","Psychological and Cognitive Sciences","Low","Male","Hispanic"
"588","Miguel Fernandez","California State University, Stanislaus","Psychological and Cognitive Sciences","Low","Male","Hispanic"
"589","Christian Hernandez","Harvard University","Psychological and Cognitive Sciences","High","Male","Hispanic"
"590","Christian Hernandez","Stanford University","Psychological and Cognitive Sciences","High","Male","Hispanic"
"591","Christian Hernandez","Bridgewater State University","Psychological and Cognitive Sciences","Low","Male","Hispanic"
"592","Christian Hernandez","California State University, Stanislaus","Psychological and Cognitive Sciences","Low","Male","Hispanic"
"593","Joe Alvarez","Harvard University","Psychological and Cognitive Sciences","High","Male","Hispanic"
"594","Joe Alvarez","Stanford University","Psychological and Cognitive Sciences","High","Male","Hispanic"
"595","Denzel Gaines","Bridgewater State University","Applied Mathematics","Low","Male","Black"
"596","Li Weihao","Bridgewater State University","Applied Mathematics","Low","Male","Asian"
"597","Joe Alvarez","Bridgewater State University","Psychological and Cognitive Sciences","Low","Male","Hispanic"
"598","Joe Alvarez","California State University, Stanislaus","Psychological and Cognitive Sciences","Low","Male","Hispanic"
"599","Rodrigo Romero","Harvard University","Psychological and Cognitive Sciences","High","Male","Hispanic"
"600","Rodrigo Romero","Stanford University","Psychological and Cognitive Sciences","High","Male","Hispanic"
"601","Rodrigo Romero","Bridgewater State University","Psychological and Cognitive Sciences","Low","Male","Hispanic"
"602","Rodrigo Romero","California State University, Stanislaus","Psychological and Cognitive Sciences","Low","Male","Hispanic"
"603","George Yang","Harvard University","Psychological and Cognitive Sciences","High","Male","Asian"
"604","George Yang","Stanford University","Psychological and Cognitive Sciences","High","Male","Asian"
"605","George Yang","Bridgewater State University","Psychological and Cognitive Sciences","Low","Male","Asian"
"606","George Yang","California State University, Stanislaus","Psychological and Cognitive Sciences","Low","Male","Asian"
"607","Harry Wu","Harvard University","Psychological and Cognitive Sciences","High","Male","Asian"
"608","Harry Wu","Stanford University","Psychological and Cognitive Sciences","High","Male","Asian"
"609","Harry Wu","Bridgewater State University","Psychological and Cognitive Sciences","Low","Male","Asian"
"610","Li Weihao","California State University, Stanislaus","Applied Mathematics","Low","Male","Asian"
"611","Harry Wu","California State University, Stanislaus","Psychological and Cognitive Sciences","Low","Male","Asian"
"612","Pheng Chan","Harvard University","Psychological and Cognitive Sciences","High","Male","Asian"
"613","Pheng Chan","Stanford University","Psychological and Cognitive Sciences","High","Male","Asian"
"614","Pheng Chan","Bridgewater State University","Psychological and Cognitive Sciences","Low","Male","Asian"
"615","Pheng Chan","California State University, Stanislaus","Psychological and Cognitive Sciences","Low","Male","Asian"
"616","Kenji Yoshida","Harvard University","Psychological and Cognitive Sciences","High","Male","Asian"
"617","Kenji Yoshida","Stanford University","Psychological and Cognitive Sciences","High","Male","Asian"
"618","Kenji Yoshida","Bridgewater State University","Psychological and Cognitive Sciences","Low","Male","Asian"
"619","Kenji Yoshida","California State University, Stanislaus","Psychological and Cognitive Sciences","Low","Male","Asian"
"620","Gregory Roberts","Harvard University","Psychological and Cognitive Sciences","High","Male","White"
"621","Gregory Roberts","Stanford University","Psychological and Cognitive Sciences","High","Male","White"
"622","Gregory Roberts","Bridgewater State University","Psychological and Cognitive Sciences","Low","Male","White"
"623","Gregory Roberts","California State University, Stanislaus","Psychological and Cognitive Sciences","Low","Male","White"
"624","Wang Gangwei","Harvard University","Applied Mathematics","High","Male","Asian"
"625","Wang Gangwei","Stanford University","Applied Mathematics","High","Male","Asian"
"626","Matthew Owens","Harvard University","Psychological and Cognitive Sciences","High","Male","White"
"627","Matthew Owens","Stanford University","Psychological and Cognitive Sciences","High","Male","White"
"628","Matthew Owens","Bridgewater State University","Psychological and Cognitive Sciences","Low","Male","White"
"629","Matthew Owens","California State University, Stanislaus","Psychological and Cognitive Sciences","Low","Male","White"
"630","Paul Bennett","Harvard University","Psychological and Cognitive Sciences","High","Male","White"
"631","Paul Bennett","Stanford University","Psychological and Cognitive Sciences","High","Male","White"
"632","Paul Bennett","Bridgewater State University","Psychological and Cognitive Sciences","Low","Male","White"
"633","Paul Bennett","California State University, Stanislaus","Psychological and Cognitive Sciences","Low","Male","White"
"634","Chad Nichols","Harvard University","Psychological and Cognitive Sciences","High","Male","White"
"635","Chad Nichols","Stanford University","Psychological and Cognitive Sciences","High","Male","White"
"636","Chad Nichols","Bridgewater State University","Psychological and Cognitive Sciences","Low","Male","White"
"637","Chad Nichols","California State University, Stanislaus","Psychological and Cognitive Sciences","Low","Male","White"
"638","Li Weihao","Harvard University","Psychological and Cognitive Sciences","High","Male","Asian"
"639","Li Weihao","Stanford University","Psychological and Cognitive Sciences","High","Male","Asian"
"640","Wang Gangwei","Bridgewater State University","Applied Mathematics","Low","Male","Asian"
"641","Li Weihao","Bridgewater State University","Psychological and Cognitive Sciences","Low","Male","Asian"
"642","Li Weihao","California State University, Stanislaus","Psychological and Cognitive Sciences","Low","Male","Asian"
"643","Wang Gangwei","Harvard University","Psychological and Cognitive Sciences","High","Male","Asian"
"644","Wang Gangwei","Stanford University","Psychological and Cognitive Sciences","High","Male","Asian"
"645","Wang Gangwei","Bridgewater State University","Psychological and Cognitive Sciences","Low","Male","Asian"
"646","Wang Gangwei","California State University, Stanislaus","Psychological and Cognitive Sciences","Low","Male","Asian"
"647","Rahul Sharma","Harvard University","Psychological and Cognitive Sciences","High","Male","Asian"
"648","Rahul Sharma","Stanford University","Psychological and Cognitive Sciences","High","Male","Asian"
"649","Rahul Sharma","Bridgewater State University","Psychological and Cognitive Sciences","Low","Male","Asian"
"650","Rahul Sharma","California State University, Stanislaus","Psychological and Cognitive Sciences","Low","Male","Asian"
"651","Amit Patel","Harvard University","Psychological and Cognitive Sciences","High","Male","Asian"
"652","Amit Patel","Stanford University","Psychological and Cognitive Sciences","High","Male","Asian"
"653","Amit Patel","Bridgewater State University","Psychological and Cognitive Sciences","Low","Male","Asian"
"654","Wang Gangwei","California State University, Stanislaus","Applied Mathematics","Low","Male","Asian"
"655","Amit Patel","California State University, Stanislaus","Psychological and Cognitive Sciences","Low","Male","Asian"
"656","Keisha Towns","Harvard University","Psychological and Cognitive Sciences","High","Female","Black"
"657","Keisha Towns","Stanford University","Psychological and Cognitive Sciences","High","Female","Black"
"658","Keisha Towns","Bridgewater State University","Psychological and Cognitive Sciences","Low","Female","Black"
"659","Keisha Towns","California State University, Stanislaus","Psychological and Cognitive Sciences","Low","Female","Black"
"660","Tyra Cooks","Harvard University","Psychological and Cognitive Sciences","High","Female","Black"
"661","Tyra Cooks","Stanford University","Psychological and Cognitive Sciences","High","Female","Black"
"662","Tyra Cooks","Bridgewater State University","Psychological and Cognitive Sciences","Low","Female","Black"
"663","Tyra Cooks","California State University, Stanislaus","Psychological and Cognitive Sciences","Low","Female","Black"
"664","Janae Washington","Harvard University","Psychological and Cognitive Sciences","High","Female","Black"
"665","Janae Washington","Stanford University","Psychological and Cognitive Sciences","High","Female","Black"
"666","Janae Washington","Bridgewater State University","Psychological and Cognitive Sciences","Low","Female","Black"
"667","Janae Washington","California State University, Stanislaus","Psychological and Cognitive Sciences","Low","Female","Black"
"668","Rahul Sharma","Harvard University","Applied Mathematics","High","Male","Asian"
"669","Rahul Sharma","Stanford University","Applied Mathematics","High","Male","Asian"
"670","Monique Rivers","Harvard University","Psychological and Cognitive Sciences","High","Female","Black"
"671","Monique Rivers","Stanford University","Psychological and Cognitive Sciences","High","Female","Black"
"672","Monique Rivers","Bridgewater State University","Psychological and Cognitive Sciences","Low","Female","Black"
"673","Monique Rivers","California State University, Stanislaus","Psychological and Cognitive Sciences","Low","Female","Black"
"674","Maria Garcia","Harvard University","Psychological and Cognitive Sciences","High","Female","Hispanic"
"675","Maria Garcia","Stanford University","Psychological and Cognitive Sciences","High","Female","Hispanic"
"676","Maria Garcia","Bridgewater State University","Psychological and Cognitive Sciences","Low","Female","Hispanic"
"677","Maria Garcia","California State University, Stanislaus","Psychological and Cognitive Sciences","Low","Female","Hispanic"
"678","Vanessa Rodriquez","Harvard University","Psychological and Cognitive Sciences","High","Female","Hispanic"
"679","Vanessa Rodriquez","Stanford University","Psychological and Cognitive Sciences","High","Female","Hispanic"
"680","Vanessa Rodriquez","Bridgewater State University","Psychological and Cognitive Sciences","Low","Female","Hispanic"
"681","Vanessa Rodriquez","California State University, Stanislaus","Psychological and Cognitive Sciences","Low","Female","Hispanic"
"682","Laura Ramirez","Harvard University","Psychological and Cognitive Sciences","High","Female","Hispanic"
"683","Laura Ramirez","Stanford University","Psychological and Cognitive Sciences","High","Female","Hispanic"
"684","Rahul Sharma","Bridgewater State University","Applied Mathematics","Low","Male","Asian"
"685","Laura Ramirez","Bridgewater State University","Psychological and Cognitive Sciences","Low","Female","Hispanic"
"686","Laura Ramirez","California State University, Stanislaus","Psychological and Cognitive Sciences","Low","Female","Hispanic"
"687","Gabriela Lopez","Harvard University","Psychological and Cognitive Sciences","High","Female","Hispanic"
"688","Gabriela Lopez","Stanford University","Psychological and Cognitive Sciences","High","Female","Hispanic"
"689","Gabriela Lopez","Bridgewater State University","Psychological and Cognitive Sciences","Low","Female","Hispanic"
"690","Gabriela Lopez","California State University, Stanislaus","Psychological and Cognitive Sciences","Low","Female","Hispanic"
"691","Vivian Cheng","Harvard University","Psychological and Cognitive Sciences","High","Female","Asian"
"692","Vivian Cheng","Stanford University","Psychological and Cognitive Sciences","High","Female","Asian"
"693","Vivian Cheng","Bridgewater State University","Psychological and Cognitive Sciences","Low","Female","Asian"
"694","Vivian Cheng","California State University, Stanislaus","Psychological and Cognitive Sciences","Low","Female","Asian"
"695","Christina Wang","Harvard University","Psychological and Cognitive Sciences","High","Female","Asian"
"696","Christina Wang","Stanford University","Psychological and Cognitive Sciences","High","Female","Asian"
"697","Christina Wang","Bridgewater State University","Psychological and Cognitive Sciences","Low","Female","Asian"
"698","Rahul Sharma","California State University, Stanislaus","Applied Mathematics","Low","Male","Asian"
"699","Christina Wang","California State University, Stanislaus","Psychological and Cognitive Sciences","Low","Female","Asian"
"700","Suni Tran","Harvard University","Psychological and Cognitive Sciences","High","Female","Asian"
"701","Suni Tran","Stanford University","Psychological and Cognitive Sciences","High","Female","Asian"
"702","Suni Tran","Bridgewater State University","Psychological and Cognitive Sciences","Low","Female","Asian"
"703","Suni Tran","California State University, Stanislaus","Psychological and Cognitive Sciences","Low","Female","Asian"
"704","Mei Lin","Harvard University","Psychological and Cognitive Sciences","High","Female","Asian"
"705","Mei Lin","Stanford University","Psychological and Cognitive Sciences","High","Female","Asian"
"706","Mei Lin","Bridgewater State University","Psychological and Cognitive Sciences","Low","Female","Asian"
"707","Mei Lin","California State University, Stanislaus","Psychological and Cognitive Sciences","Low","Female","Asian"
"708","Katie Burns","Harvard University","Psychological and Cognitive Sciences","High","Female","White"
"709","Katie Burns","Stanford University","Psychological and Cognitive Sciences","High","Female","White"
"710","Katie Burns","Bridgewater State University","Psychological and Cognitive Sciences","Low","Female","White"
"711","Katie Burns","California State University, Stanislaus","Psychological and Cognitive Sciences","Low","Female","White"
"712","Amit Patel","Harvard University","Applied Mathematics","High","Male","Asian"
"713","Amit Patel","Stanford University","Applied Mathematics","High","Male","Asian"
"714","Cara O'Connor","Harvard University","Psychological and Cognitive Sciences","High","Female","White"
"715","Cara O'Connor","Stanford University","Psychological and Cognitive Sciences","High","Female","White"
"716","Cara O'Connor","Bridgewater State University","Psychological and Cognitive Sciences","Low","Female","White"
"717","Cara O'Connor","California State University, Stanislaus","Psychological and Cognitive Sciences","Low","Female","White"
"718","Allison Baker","Harvard University","Psychological and Cognitive Sciences","High","Female","White"
"719","Allison Baker","Stanford University","Psychological and Cognitive Sciences","High","Female","White"
"720","Allison Baker","Bridgewater State University","Psychological and Cognitive Sciences","Low","Female","White"
"721","Allison Baker","California State University, Stanislaus","Psychological and Cognitive Sciences","Low","Female","White"
"722","Meredith Rogers","Harvard University","Psychological and Cognitive Sciences","High","Female","White"
"723","Meredith Rogers","Stanford University","Psychological and Cognitive Sciences","High","Female","White"
"724","Meredith Rogers","Bridgewater State University","Psychological and Cognitive Sciences","Low","Female","White"
"725","Meredith Rogers","California State University, Stanislaus","Psychological and Cognitive Sciences","Low","Female","White"
"726","Liu Xiaohong","Harvard University","Psychological and Cognitive Sciences","High","Female","Asian"
"727","Liu Xiaohong","Stanford University","Psychological and Cognitive Sciences","High","Female","Asian"
"728","Amit Patel","Bridgewater State University","Applied Mathematics","Low","Male","Asian"
"729","Liu Xiaohong","Bridgewater State University","Psychological and Cognitive Sciences","Low","Female","Asian"
"730","Liu Xiaohong","California State University, Stanislaus","Psychological and Cognitive Sciences","Low","Female","Asian"
"731","Chen Meili","Harvard University","Psychological and Cognitive Sciences","High","Female","Asian"
"732","Chen Meili","Stanford University","Psychological and Cognitive Sciences","High","Female","Asian"
"733","Chen Meili","Bridgewater State University","Psychological and Cognitive Sciences","Low","Female","Asian"
"734","Chen Meili","California State University, Stanislaus","Psychological and Cognitive Sciences","Low","Female","Asian"
"735","Priya Kumar","Harvard University","Psychological and Cognitive Sciences","High","Female","Asian"
"736","Priya Kumar","Stanford University","Psychological and Cognitive Sciences","High","Female","Asian"
